Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT05221114Y,INSA,2022-11-14,2010,11.11.–14.11.,27.5,20.5,17.5,7,4.5,15,NA
BT02221115B,Forsa,2022-11-15,2503,08.11.–14.11.,28,19,20,6,4,14,NA
BT03221119H,Verian,2022-11-19,1443,09.11.–15.11.,27,20,19,7,5,13,NA
BT05221120A,INSA,2022-11-20,1314,14.11.–18.11.,28,20,17,7,5,15,NA
BT05221121B,INSA,2022-11-21,2004,18.11.–21.11.,28,20,17,7.5,5,15,NA
BT02221122C,Forsa,2022-11-22,2502,15.11.–21.11.,28,19,20,6,5,13,NA
BT09221124M,Allensbach,2022-11-24,1042,05.11.–17.11.,29.5,20,20,7,4,14,NA
BT06221125K,Forschungsgruppe Wahlen,2022-11-25,1273,22.11.–24.11.,28,19,22,5,6,14,NA
BT03221126I,Verian,2022-11-26,1430,15.11.–22.11.,29,19,19,7,4,13,NA
BT05221127C,INSA,2022-11-27,1501,21.11.–25.11.,27,21,18,7,5,15,NA
BT05221128D,INSA,2022-11-28,2006,25.11.–28.11.,27,21,17.5,7,5,15,NA
BT02221129D,Forsa,2022-11-29,2505,22.11.–28.11.,29,19,20,6,5,12,NA
BT01221201X,Infratest dimap,2022-12-01,1318,28.11.–30.11.,30,18,18,5,5,15,NA
BT04221202G,GMS,2022-12-02,1005,28.11.–01.12.,28,18,21,7,4,12,NA
BT03221203J,Verian,2022-12-03,1414,22.11.–29.11.,27,18,20,7,5,14,NA
BT05221203E,INSA,2022-12-03,1502,28.11.–02.12.,28,20,17,7,5,15,NA
BT02221206E,Forsa,2022-12-06,2500,29.11.–05.12.,29,19,19,7,5,12,NA
BT05221206F,INSA,2022-12-06,2008,03.12.–05.12.,28,20.5,17,7,5,14.5,NA
BT01221208Y,Infratest dimap,2022-12-08,1259,06.12.–07.12.,29,18,18,6,5,15,NA
BT03221210K,Verian,2022-12-10,1443,30.11.–06.12.,27,19,19,6,5,15,NA
BT05221211G,INSA,2022-12-11,1502,02.12.–09.12.,28,20,18,7,4,15,NA
BT02221213F,Forsa,2022-12-13,2506,06.12.–12.12.,29,19,19,7,5,12,NA
BT05221213H,INSA,2022-12-13,2007,09.12.–12.12.,28.5,20,18,7,4.5,15.5,NA
BT06221216M,Forschungsgruppe Wahlen,2022-12-16,1365,12.12.–15.12.,28,20,20,6,5,15,NA
BT03221217L,Verian,2022-12-17,1429,07.12.–12.12.,28,18,19,7,5,14,NA
BT05221217I,INSA,2022-12-17,1501,12.12.–16.12.,27,21,18,7,5,15,NA
BT05221219J,INSA,2022-12-19,2005,16.12.–19.12.,27.5,21,17.5,7.5,4.5,14.5,NA
BT02221220G,Forsa,2022-12-20,2503,13.12.–19.12.,28,19,19,7,5,13,NA
BT09221221N,Allensbach,2022-12-21,1035,02.12.–15.12.,30,22,18,7.5,4.5,12,NA
BT13221222Y,YouGov,2022-12-22,1608,16.12.–21.12.,30,19,17,7,5,14,NA
BT03221224M,Verian,2022-12-24,1717,13.12.–15.12.,29,19,18,7,5,14,NA
BT05221224K,INSA,2022-12-24,1203,19.12.–22.12.,27,21,17,8,5,14,NA
BT05221231L,INSA,2022-12-31,1205,27.12.–29.12.,26,20,18,7,5,15,NA
BT05230102M,INSA,2023-01-02,2010,29.12.–02.01.,27,20,17.5,7.5,4.5,15,NA
BT04230104H,GMS,2023-01-04,1002,28.12.–03.01.,29,19,17,7,5,14,NA
BT01230105A,Infratest dimap,2023-01-05,1314,02.01.–04.01.,29,18,19,6,5,15,NA
BT05230108N,INSA,2023-01-08,1465,02.01.–06.01.,27,20,18,7,5,15,NA
BT05230109O,INSA,2023-01-09,2006,06.01.–09.01.,27,20,17.5,7.5,5,15,NA
BT02230110H,Forsa,2023-01-10,2502,03.01.–09.01.,29,18,20,7,5,13,NA
BT06230113N,Forschungsgruppe Wahlen,2023-01-13,1259,10.01.–12.01.,27,20,21,6,6,14,NA
BT13230113A,YouGov,2023-01-13,1561,06.01.–10.01.,27,18,17,8,6,16,NA
BT03230114N,Verian,2023-01-14,1398,04.01.–10.01.,28,19,18,7,4,14,NA
BT05230114P,INSA,2023-01-14,1202,09.01.–13.01.,27,20,17,8,5,15,NA
BT05230116Q,INSA,2023-01-16,2006,13.01.–16.01.,28,21,16.5,7.5,5,15,NA
BT02230117I,Forsa,2023-01-17,2500,10.01.–16.01.,28,18,20,7,5,13,NA
BT01230119B,Infratest dimap,2023-01-19,1211,17.01.–18.01.,29,19,19,6,4,14,NA
BT03230121O,Verian,2023-01-21,1418,11.01.–17.01.,27,20,20,6,5,14,NA
BT05230121R,INSA,2023-01-21,1504,16.01.–20.01.,28,20,16,7,5,15,NA
BT05230123S,INSA,2023-01-23,2009,20.01.–23.01.,28,20.5,16.5,7.5,4.5,15,NA
BT02230124J,Forsa,2023-01-24,2502,17.01.–23.01.,28,19,20,7,5,12,NA
BT09230126O,Allensbach,2023-01-26,1023,05.01.–18.01.,31,21,17,6,4.5,14,NA
BT06230127O,Forschungsgruppe Wahlen,2023-01-27,1345,24.01.–26.01.,27,21,19,6,6,15,NA
BT03230128P,Verian,2023-01-28,1392,18.01.–24.01.,27,21,19,7,5,14,NA
BT05230128T,INSA,2023-01-28,1506,24.01.–27.01.,29,20,16,7,5,15,NA
BT05230130U,INSA,2023-01-30,2007,27.01.–30.01.,28.5,20.5,16,7.5,5,15,NA
BT02230131K,Forsa,2023-01-31,2503,24.01.–30.01.,27,20,19,7,5,13,NA
BT01230202C,Infratest dimap,2023-02-02,1328,30.01.–01.02.,27,20,18,7,4,15,NA
BT03230204Q,Verian,2023-02-04,1405,25.01.–31.01.,25,21,19,7,5,15,NA
BT05230204V,INSA,2023-02-04,1462,30.01.–03.02.,28,21,16,8,5,15,NA
BT05230206W,INSA,2023-02-06,2008,03.02.–06.02.,27,21,16,8,5,15.5,NA
BT02230207L,Forsa,2023-02-07,2502,31.01.–06.02.,28,21,18,7,5,13,NA
BT13230210B,YouGov,2023-02-10,1736,03.02.–09.02.,27,19,16,6,6,17,NA
BT03230211R,Verian,2023-02-11,1410,31.01.–07.02.,25,21,19,7,5,15,NA
BT05230211X,INSA,2023-02-11,1457,06.02.–10.02.,28,20,16,8,5,16,NA
BT05230213Y,INSA,2023-02-13,2005,10.02.–13.02.,28,20,16,7.5,5,16,NA
BT02230214M,Forsa,2023-02-14,2505,07.02.–13.02.,28,21,18,6,5,13,NA
BT09230215Q,Allensbach,2023-02-15,1088,27.01.–09.02.,30,22.5,16,7.5,4,14,NA
BT01230216D,Infratest dimap,2023-02-16,1216,14.02.–15.02.,29,19,17,6,5,15,NA
BT06230217P,Forschungsgruppe Wahlen,2023-02-17,1361,14.02.–16.02.,30,20,19,5,5,14,NA
BT03230218S,Verian,2023-02-18,1386,08.02.–14.02.,26,21,18,7,5,15,NA
BT05230218A,INSA,2023-02-18,1207,13.02.–17.02.,29,21,16,7,5,16,NA
BT05230220B,INSA,2023-02-20,2006,17.02.–20.02.,29,21.5,15.5,7,5,15.5,NA
BT02230221N,Forsa,2023-02-21,2510,14.02.–20.02.,31,19,17,6,5,13,NA
BT04230221I,GMS,2023-02-21,1004,15.02.–20.02.,29,19,17,7,5,15,NA
BT03230225T,Verian,2023-02-25,1373,14.02.–21.02.,29,21,17,6,5,15,NA
BT05230225C,INSA,2023-02-25,1200,20.02.–24.02.,29,21,16,7,5,15,NA
BT05230227D,INSA,2023-02-27,2010,24.02.–27.02.,29.5,20.5,15.5,7.5,4.5,15.5,NA
BT02230228O,Forsa,2023-02-28,2501,21.02.–27.02.,31,20,17,5,5,13,NA
BT01230302E,Infratest dimap,2023-03-02,1311,27.02.–01.03.,31,18,17,6,5,14,NA
BT06230303Q,Forschungsgruppe Wahlen,2023-03-03,1165,28.02.–02.03.,29,21,18,5,5,15,NA
BT03230304U,Verian,2023-03-04,1722,21.02.–28.02.,28,20,18,6,6,14,NA
BT05230305E,INSA,2023-03-05,1203,27.02.–03.03.,30,20,16,7,5,15,NA
BT02230307P,Forsa,2023-03-07,2504,28.02.–06.03.,31,20,17,5,5,13,NA
BT05230307F,INSA,2023-03-07,2007,03.03.–06.03.,29.5,20,15.5,7.5,5,15.5,NA
BT13230310B,YouGov,2023-03-10,1649,03.03.–07.03.,28,20,16,6,7,17,NA
BT03230311V,Verian,2023-03-11,1504,01.03.–07.03.,29,19,19,7,5,13,NA
BT05230311G,INSA,2023-03-11,1268,06.03.–10.03.,29,21,16,7,4,15,NA
BT05230313H,INSA,2023-03-13,2002,10.03.–13.03.,28.5,21.5,15.5,7.5,4,16,NA
BT02230314Q,Forsa,2023-03-14,2505,07.03.–13.03.,29,20,17,6,5,14,NA
BT01230316F,Infratest dimap,2023-03-16,1215,14.03.–15.03.,30,18,16,7,5,15,NA
BT06230317R,Forschungsgruppe Wahlen,2023-03-17,1146,14.03.–16.03.,29,21,19,5,5,14,NA
BT03230318W,Verian,2023-03-18,1423,08.03.–14.03.,28,19,18,7,5,15,NA
BT05230319I,INSA,2023-03-19,1202,13.03.–17.03.,28,21,15,8,5,16,NA
BT05230320J,INSA,2023-03-20,2006,17.03.–20.03.,28,21.5,15,7.5,5,16,NA
BT02230321R,Forsa,2023-03-21,2503,14.03.–20.03.,29,19,18,6,5,14,NA
BT09230323R,Allensbach,2023-03-23,1101,02.03.–15.03.,31,21,16,6.5,4.5,15,NA
BT03230325X,Verian,2023-03-25,1504,14.03.–21.03.,28,18,18,7,5,15,NA
BT05230325L,INSA,2023-03-25,1203,20.03.–24.03.,28,21,16,8,4,15,NA
BT05230327M,INSA,2023-03-27,2004,24.03.–27.03.,28,20.5,16,8,4,15.5,NA
BT02230328S,Forsa,2023-03-28,2506,21.03.–27.03.,29,19,18,6,4,14,NA
BT06230331S,Forschungsgruppe Wahlen,2023-03-31,1379,28.03.–30.03.,30,19,17,7,5,15,NA
BT03230401Y,Verian,2023-04-01,1387,21.03.–28.03.,28,18,19,7,4,15,NA
BT05230401N,INSA,2023-04-01,1200,27.03.–31.03.,27,21,16,8,4,16,NA
BT05230403O,INSA,2023-04-03,2007,31.03.–03.04.,28,20,15.5,7.5,4.5,16,NA
BT02230404T,Forsa,2023-04-04,2502,28.03.–03.04.,29,18,18,7,4,14,NA
BT04230404J,GMS,2023-04-04,1007,29.03.–03.04.,31,19,17,6,4,15,NA
BT01230406G,Infratest dimap,2023-04-06,1304,03.04.–05.04.,30,18,17,7,4,15,NA
BT13230406C,YouGov,2023-04-06,1522,30.03.–04.04.,30,20,15,6,6,17,NA
BT03230408A,Verian,2023-04-08,1269,29.03.–04.04.,27,20,18,8,5,14,NA
BT05230408P,INSA,2023-04-08,1204,03.04.–06.04.,28,20,16,8,4,16,NA
BT02230411U,Forsa,2023-04-11,1501,04.04.–06.04.,30,18,18,7,4,14,NA
BT05230411Q,INSA,2023-04-11,2005,06.04.–11.04.,27.5,20,15.5,8,4.5,16,NA
BT01230413H,Infratest dimap,2023-04-13,1204,11.04.–12.04.,29,19,17,7,4,15,NA
BT03230415B,Verian,2023-04-15,1367,05.04.–11.04.,27,21,17,8,5,14,NA
BT05230415R,INSA,2023-04-15,1204,11.04.–14.04.,27,21,15,8,5,16,NA
BT05230417S,INSA,2023-04-17,2008,14.04.–17.04.,27.5,21,15,8,4.5,16,NA
BT02230418V,Forsa,2023-04-18,2508,11.04.–17.04.,29,18,17,7,4,15,NA
BT06230421T,Forschungsgruppe Wahlen,2023-04-21,1266,18.04.–20.04.,31,18,18,6,4,15,NA
BT03230422C,Verian,2023-04-22,1407,12.04.–18.04.,29,19,17,7,4,15,NA
BT05230422T,INSA,2023-04-22,1202,17.04.–21.04.,28,20,15,9,4,16,NA
BT05230424U,INSA,2023-04-24,2004,21.04.–24.04.,27.5,20,14.5,9,4.5,16,NA
BT02230425W,Forsa,2023-04-25,2506,18.04.–24.04.,30,18,16,7,4,15,NA
BT09230426S,Allensbach,2023-04-26,1007,03.04.–18.04.,31,20,15,7.5,5,16,NA
BT03230429D,Verian,2023-04-29,1426,18.04.–25.04.,30,18,16,7,5,16,NA
BT05230429V,INSA,2023-04-29,1202,24.04.–28.04.,28,21,14,8,5,16,NA
BT02230502X,Forsa,2023-05-02,2007,25.04.–28.04.,30,17,16,7,4,16,NA
BT05230502W,INSA,2023-05-02,2006,28.04.–02.05.,27,21,15,8,4.5,16.5,NA
BT01230504I,Infratest dimap,2023-05-04,1360,02.05.–03.05.,30,17,16,7,5,16,NA
BT06230505U,Forschungsgruppe Wahlen,2023-05-05,1225,02.05.–04.05.,30,19,17,6,5,15,NA
BT03230506E,Verian,2023-05-06,1394,26.04.–02.05.,31,17,16,8,4,16,NA
BT05230506X,INSA,2023-05-06,1204,02.05.–05.05.,28,20,14,9,4,16,NA
BT05230508Y,INSA,2023-05-08,2008,05.05.–08.05.,28,20,14,9,4.5,16.5,NA
BT02230509Y,Forsa,2023-05-09,2505,02.05.–08.05.,29,18,16,7,4,16,NA
BT01230511J,Infratest dimap,2023-05-11,1220,09.05.–10.05.,28,18,16,8,5,16,NA
BT13230512D,YouGov,2023-05-12,1700,05.05.–09.05.,31,16,16,5,6,17,NA
BT03230513F,Verian,2023-05-13,1405,03.05.–09.05.,29,18,17,8,5,16,NA
BT05230513A,INSA,2023-05-13,1205,08.05.–12.05.,28,20,15,9,4,16,NA
BT05230515B,INSA,2023-05-15,2010,12.05.–15.05.,28,20,14.5,8.5,5,16.5,NA
BT02230516A,Forsa,2023-05-16,2503,09.05.–15.05.,30,17,15,8,4,16,NA
BT09230518T,Allensbach,2023-05-18,1001,28.04.–10.05.,32,18,16,8,5,15,NA
BT03230520G,Verian,2023-05-20,1401,09.05.–16.05.,28,18,16,8,5,16,NA
BT05230520B,INSA,2023-05-20,1195,15.05.–19.05.,28,21,14,8,5,17,NA
BT05230522C,INSA,2023-05-22,2004,19.05.–22.05.,27.5,20.5,14,8.5,5,17,NA
BT02230523B,Forsa,2023-05-23,2003,16.05.–22.05.,30,18,14,7,5,16,NA
BT06230526V,Forschungsgruppe Wahlen,2023-05-26,1257,23.05.–25.05.,28,20,16,6,5,17,NA
BT03230527H,Verian,2023-05-27,1321,16.05.–23.05.,29,18,15,8,5,16,NA
BT05230527D,INSA,2023-05-27,1207,22.05.–26.05.,28,20,13,9,4,18,NA
BT02230530C,Forsa,2023-05-30,2001,23.05.–26.05.,29,18,14,7,5,17,NA
BT05230531E,INSA,2023-05-31,2004,26.05.–30.05.,28,20.5,13,8.5,4.5,18,NA
BT01230601K,Infratest dimap,2023-06-01,1302,30.05.–31.05.,29,18,15,7,4,18,NA
BT03230603I,Verian,2023-06-03,1379,23.05.–30.05.,27,20,15,8,5,17,NA
BT05230603F,INSA,2023-06-03,1205,30.05.–02.06.,27,19,13,9,5,19,NA
BT05230605G,INSA,2023-06-05,2009,02.06.–05.06.,26.5,19,13.5,9,5,19,NA
BT02230606D,Forsa,2023-06-06,2505,30.05.–05.06.,30,18,14,7,4,17,NA
BT04230606K,GMS,2023-06-06,1001,31.05.–05.06.,29,18,15,7,4,19,NA
BT13230609E,YouGov,2023-06-09,1628,02.06.–07.06.,28,19,13,5,6,20,NA
BT03230610J,Verian,2023-06-10,1402,31.05.–06.06.,27,20,15,7,5,18,NA
BT05230610H,INSA,2023-06-10,1201,05.06.–09.06.,27,20,13,8,5,19,NA
BT05230612I,INSA,2023-06-12,2003,09.06.–12.06.,27,20,13,8,4.5,19.5,NA
BT02230613E,Forsa,2023-06-13,2504,06.06.–12.06.,29,18,14,7,4,19,NA
BT06230616W,Forschungsgruppe Wahlen,2023-06-16,1224,13.06.–15.06.,28,19,16,6,5,18,NA
BT03230617K,Verian,2023-06-17,1387,06.06.–13.06.,27,20,15,6,5,19,NA
BT05230617J,INSA,2023-06-17,1203,12.06.–16.06.,27,20,13,8,4,19,NA
BT05230619K,INSA,2023-06-19,2006,16.06.–19.06.,26.5,20,13.5,7.5,4.5,20,NA
BT02230620F,Forsa,2023-06-20,2503,13.06.–19.06.,27,18,15,7,4,19,NA
BT01230622L,Infratest dimap,2023-06-22,1191,20.06.–21.06.,29,17,15,6,4,19,NA
BT03230624L,Verian,2023-06-24,1406,14.06.–20.06.,27,19,15,7,4,20,NA
BT05230624L,INSA,2023-06-24,1203,19.06.–23.06.,26,20,13,7,4,20,NA
BT05230626M,INSA,2023-06-26,2004,23.06.–26.06.,26.5,19.5,13.5,6.5,4.5,20.5,NA
BT02230627G,Forsa,2023-06-27,2506,20.06.–26.06.,27,18,15,7,4,19,NA
BT09230629U,Allensbach,2023-06-29,1039,09.06.–22.06.,31,19,15,8,4,17,NA
BT06230630X,Forschungsgruppe Wahlen,2023-06-30,1379,27.06.–29.06.,28,18,16,6,5,19,NA
BT03230701M,Verian,2023-07-01,1408,20.06.–27.06.,26,18,15,7,5,19,NA
BT05230701N,INSA,2023-07-01,1401,26.06.–30.06.,26,19,14,7,5,20,NA
BT05230703O,INSA,2023-07-03,2897,30.06.–03.07.,25.5,19,14.5,6.5,5,21,NA
BT02230704H,Forsa,2023-07-04,2501,27.06.–03.07.,27,18,15,6,5,19,NA
BT04230704L,GMS,2023-07-04,1005,28.06.–03.07.,28,17,14,7,4,20,NA
BT01230706M,Infratest dimap,2023-07-06,1305,03.07.–05.07.,28,18,14,7,4,20,NA
BT13230707F,YouGov,2023-07-07,1694,30.06.–04.07.,27,18,14,6,6,21,NA
BT03230708N,Verian,2023-07-08,1403,28.06.–04.07.,27,18,15,6,5,20,NA
BT05230708P,INSA,2023-07-08,1204,03.07.–07.07.,27,19,13,7,5,20,NA
BT05230710Q,INSA,2023-07-10,2008,07.07.–10.07.,26,19,14,7,5,20.5,NA
BT02230711I,Forsa,2023-07-11,2003,04.07.–07.07.,27,18,14,7,5,19,NA
BT06230714Y,Forschungsgruppe Wahlen,2023-07-14,1346,11.07.–13.07.,27,17,16,7,4,20,NA
BT03230715O,Verian,2023-07-15,1393,29.06.–05.07.,26,19,15,7,5,20,NA
BT05230715R,INSA,2023-07-15,1184,10.07.–14.07.,27,18,14,7,5,20,NA
BT05230717S,INSA,2023-07-17,2004,14.07.–17.07.,27,18,14,7,5,20.5,NA
BT02230718J,Forsa,2023-07-18,2502,11.07.–17.07.,26,18,15,7,4,20,NA
BT01230720N,Infratest dimap,2023-07-20,1235,18.07.–19.07.,28,18,13,7,4,20,NA
BT03230722P,Verian,2023-07-22,1403,12.07.–18.07.,26,18,16,7,5,20,NA
BT05230722T,INSA,2023-07-22,1266,17.07.–21.07.,26,18,14,7,5,22,NA
BT02230725K,Forsa,2023-07-25,2504,18.07.–24.07.,27,18,14,6,5,19,NA
BT05230725U,INSA,2023-07-25,2006,21.07.–24.07.,26.5,18.5,14,7.5,4.5,21.5,NA
BT09230727V,Allensbach,2023-07-27,1011,07.07.–19.07.,29,19,16,7,4,18,NA
BT03230729R,Verian,2023-07-29,1402,13.07.–19.07.,27,18,16,6,5,20,NA
BT05230729V,INSA,2023-07-29,1200,24.07.–28.07.,26,18,14,7,5,22,NA
BT05230731W,INSA,2023-07-31,2003,28.07.–31.07.,26.5,18.5,14,6.5,5,21.5,NA
BT02230801L,Forsa,2023-08-01,2500,25.07.–31.07.,25,17,15,6,5,21,NA
BT01230803O,Infratest dimap,2023-08-03,1297,31.07.–02.08.,27,17,15,7,4,21,NA
BT13230804G,YouGov,2023-08-04,1756,25.07.–02.08.,27,17,14,5,6,23,NA
BT03230805S,Verian,2023-08-05,1310,19.07.–02.08.,27,19,16,6,5,19,NA
BT05230805X,INSA,2023-08-05,1203,31.07.–04.08.,27,19,14,7,5,21,NA
BT05230807Y,INSA,2023-08-07,2004,04.08.–07.08.,27,19,14.5,7.5,4.5,20.5,NA
BT02230808M,Forsa,2023-08-08,2502,01.08.–07.08.,25,17,15,7,4,21,NA
BT04230809M,GMS,2023-08-09,1004,02.08.–09.08.,27,17,14,7,4,21,NA
BT03230812T,Verian,2023-08-12,1330,01.08.–08.08.,27,19,16,6,6,18,NA
BT05230812A,INSA,2023-08-12,1200,07.08.–11.08.,26,20,13,7,5,21,NA
BT05230814B,INSA,2023-08-14,2002,11.08.–14.08.,26,19.5,13.5,7,4.5,21,NA
BT02230815N,Forsa,2023-08-15,2501,08.08.–14.08.,25,17,15,7,4,21,NA
BT01230817P,Infratest dimap,2023-08-17,1216,15.08.–16.08.,27,17,14,7,4,21,NA
BT06230818A,Forschungsgruppe Wahlen,2023-08-18,1288,15.08.–17.08.,26,19,15,7,5,20,NA
BT03230819U,Verian,2023-08-19,1426,09.08.–15.08.,26,18,15,7,5,19,NA
BT05230819C,INSA,2023-08-19,1203,14.08.–18.08.,27,18,14,8,5,21,NA
BT05230821D,INSA,2023-08-21,2008,18.08.–21.08.,26.5,18.5,14,8,5,20.5,NA
BT02230822O,Forsa,2023-08-22,2506,15.08.–21.08.,26,18,14,7,4,20,NA
BT09230823W,Allensbach,2023-08-23,1026,04.08.–16.08.,29,19,14,7,5,19,NA
BT03230826V,Verian,2023-08-26,1435,16.08.–22.08.,26,18,14,7,5,20,NA
BT05230826E,INSA,2023-08-26,1285,21.08.–25.08.,27,18,14,7,5,21,NA
BT05230828F,INSA,2023-08-28,2006,25.08.–28.08.,26.5,18,14.5,7,4.5,21,NA
BT02230829P,Forsa,2023-08-29,2504,22.08.–28.08.,26,17,14,7,4,21,NA
BT01230831Q,Infratest dimap,2023-08-31,1310,28.08.–30.08.,29,16,14,6,4,22,NA
BT03230902W,Verian,2023-09-02,1330,23.08.–29.08.,25,18,15,7,5,20,NA
BT05230902G,INSA,2023-09-02,1195,28.08.–01.09.,27,18,13,7,5,21,NA
BT05230904H,INSA,2023-09-04,2010,01.09.–04.09.,26.5,17.5,13.5,7.5,4.5,21.5,NA
BT02230905Q,Forsa,2023-09-05,2506,29.08.–04.09.,27,16,14,7,4,21,NA
BT13230908H,YouGov,2023-09-08,1833,01.09.–06.09.,29,16,14,5,5,23,NA
BT03230909X,Verian,2023-09-09,1441,30.08.–05.09.,26,17,15,6,5,21,NA
BT05230909I,INSA,2023-09-09,1201,04.09.–08.09.,27,18,13,7,5,22,NA
BT05230911J,INSA,2023-09-11,2002,08.09.–11.09.,26.5,18,14,7,4.5,22,NA
BT02230912R,Forsa,2023-09-12,2505,05.09.–11.09.,27,17,13,7,4,21,NA
BT01230914R,Infratest dimap,2023-09-14,1222,12.09.–13.09.,28,16,15,7,4,22,NA
BT06230915B,Forschungsgruppe Wahlen,2023-09-15,1201,12.09.–14.09.,26,17,16,6,5,21,NA
BT03230916Y,Verian,2023-09-16,1442,06.09.–12.09.,26,16,15,7,5,22,NA
BT05230916K,INSA,2023-09-16,1204,11.09.–15.09.,27,17,15,6,5,21,NA
BT02230919S,Forsa,2023-09-19,2504,12.09.–18.09.,27,17,14,6,4,22,NA
BT04230919N,GMS,2023-09-19,1002,13.09.–18.09.,27,16,15,6,4,23,NA
BT05230919L,INSA,2023-09-19,2008,15.09.–18.09.,26.5,17,14.5,6,5,21,NA
BT09230921X,Allensbach,2023-09-21,1030,04.09.–15.09.,30,18,14,7,5,19,NA
BT03230923A,Verian,2023-09-23,1370,13.09.–19.09.,27,17,15,7,4,21,NA
BT05230923M,INSA,2023-09-23,1203,18.09.–22.09.,27,17,14,6,5,22,NA
BT02230926T,Forsa,2023-09-26,2503,19.09.–25.09.,27,17,14,6,4,21,NA
BT05230926N,INSA,2023-09-26,2003,22.09.–25.09.,27,17.5,13.5,6.5,5,21.5,NA
BT01230928S,Infratest dimap,2023-09-28,1302,25.09.–27.09.,28,16,14,6,4,22,NA
BT03230930B,Verian,2023-09-30,1356,20.09.–26.09.,27,16,15,7,5,21,NA
BT05230930O,INSA,2023-09-30,1206,25.09.–29.09.,26,18,14,7,5,22,NA
BT02231002U,Forsa,2023-10-02,2004,26.09.–29.09.,28,18,14,5,4,20,NA
BT05231002P,INSA,2023-10-02,2010,29.09.–02.10.,26.5,18,13.5,7,5,22,NA
BT03231007C,Verian,2023-10-07,1391,26.09.–28.09.,26,16,16,7,5,21,NA
BT05231007Q,INSA,2023-10-07,1201,02.10.–06.10.,27,17,14,6,5,22,NA
BT02231010V,Forsa,2023-10-10,2003,04.10.–09.10.,28,18,14,6,4,20,NA
BT05231010R,INSA,2023-10-10,2001,06.10.–09.10.,27,17,13.5,6,5,22.5,NA
BT01231012T,Infratest dimap,2023-10-12,1203,10.10.–11.10.,29,15,13,5,4,23,NA
BT13231013I,YouGov,2023-10-13,1842,06.10.–10.10.,29,16,15,5,6,21,NA
BT03231014D,Verian,2023-10-14,1386,27.09.–10.10.,27,16,15,6,5,22,NA
BT05231014S,INSA,2023-10-14,1202,09.10.–13.10.,28,17,13,6,5,23,NA
BT05231016T,INSA,2023-10-16,2006,13.10.–16.10.,28,16.5,13,6,4.5,23,NA
BT02231017W,Forsa,2023-10-17,2501,10.10.–16.10.,32,14,14,4,4,21,NA
BT06231020C,Forschungsgruppe Wahlen,2023-10-20,1252,17.10.–19.10.,30,15,14,5,5,21,NA
BT03231021E,Verian,2023-10-21,1388,11.10.–17.10.,31,14,15,5,4,21,NA
BT05231021U,INSA,2023-10-21,1202,16.10.–20.10.,29,16,13,5,5,22,NA
BT02231024X,Forsa,2023-10-24,2504,17.10.–23.10.,31,14,14,5,4,21,NA
BT05231024V,INSA,2023-10-24,2004,20.10.–23.10.,28.5,16.5,13,5.5,5,22,NA
BT09231025Y,Allensbach,2023-10-25,1010,06.10.–19.10.,34,17,13,5,3,19,NA
BT03231028F,Verian,2023-10-28,1422,18.10.–24.10.,28,16,16,5,5,20,NA
BT05231028W,INSA,2023-10-28,1216,23.10.–27.10.,31,16,13,6,4,21,NA
BT05231030X,INSA,2023-10-30,2010,27.10.–30.10.,30.5,16.5,13,5.5,4,21,NA
BT02231031Y,Forsa,2023-10-31,2501,24.10.–30.10.,29,15,14,5,3,22,NA
BT01231102V,Infratest dimap,2023-11-02,1314,30.10.–01.11.,30,16,14,4,5,22,NA
BT03231104G,Verian,2023-11-04,1418,19.10.–25.10.,27,17,16,5,4,21,NA
BT05231105Y,INSA,2023-11-05,1204,30.10.–03.11.,30,16,13,6,4,22,NA
BT05231106A,INSA,2023-11-06,2006,03.11.–06.11.,29.5,16.5,13.5,5.5,4.5,22,NA
BT02231107A,Forsa,2023-11-07,2502,31.10.–06.11.,29,15,14,5,4,21,NA
BT01231109W,Infratest dimap,2023-11-09,1195,07.11.–08.11.,30,15,15,5,4,21,NA
BT06231110D,Forschungsgruppe Wahlen,2023-11-10,1234,07.11.–09.11.,30,16,15,5,4,21,NA
BT13231110K,YouGov,2023-11-10,1732,03.11.–07.11,29,15,15,5,5,22,NA
BT03231111H,Verian,2023-11-11,1443,25.10.–07.11.,28,16,16,6,4,20,NA
BT05231111B,INSA,2023-11-11,1204,06.11.–10.11.,30,17,14,5,4,21,NA
BT05231113C,INSA,2023-11-13,2008,10.11.–13.11.,30.5,16.5,13.5,5,4.5,21.5,NA
BT02231114B,Forsa,2023-11-14,2504,07.11.–13.11.,30,14,14,5,4,21,NA
BT03231118I,Verian,2023-11-18,1421,08.11.–14.11.,28,16,16,6,4,20,NA
BT05231118D,INSA,2023-11-18,1201,13.11.–17.11.,30,16,13,6,4,21,NA
BT02231121C,Forsa,2023-11-21,2501,14.11.–20.11.,30,15,14,5,3,21,NA
BT05231121E,INSA,2023-11-21,2003,17.11.–20.11.,30,16.5,13,5.5,4.5,21,NA
BT09231123A,Allensbach,2023-11-23,1047,03.11.–16.11.,32,17,13.5,6,3.5,19,NA
BT06231124E,Forschungsgruppe Wahlen,2023-11-24,1242,21.11.–23.11.,31,15,15,5,4,22,NA
BT03231125J,Verian,2023-11-25,1452,14.11.–21.11.,29,16,17,5,4,20,NA
