Poll_ID,Pollster,Date,n,Period,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT02170104O,Forsa,2017-01-04,2001,27.12.–30.12.,37,21,10,6,9,12,NA
BT01170105P,Infratest dimap,2017-01-05,1505,02.01.–04.01.,37,20,9,5,9,15,NA
BT03170107L,Verian,2017-01-07,834,03.01.–05.01.,38,22,10,5,9,12,NA
BT02170111P,Forsa,2017-01-11,2501,02.01.–06.01.,37,20,10,6,9,12,NA
BT03170114M,Verian,2017-01-14,1878,06.01.–11.01.,37,21,10,6,10,12,NA
BT02170118Q,Forsa,2017-01-18,2503,09.01.–13.01.,38,21,9,6,9,11,NA
BT03170121N,Verian,2017-01-21,2805,12.01.–18.01.,36,21,9,6,11,12,NA
BT02170125R,Forsa,2017-01-25,2504,16.01.–20.01.,37,21,10,6,9,12,NA
BT01170127Q,Infratest dimap,2017-01-27,1029,24.01.–25.01.,35,23,9,6,8,14,NA
BT03170128O,Verian,2017-01-28,1996,19.01.–25.01.,37,23,10,6,10,11,NA
BT02170201S,Forsa,2017-02-01,2502,23.01.–27.01.,35,26,8,6,9,11,NA
BT01170202R,Infratest dimap,2017-02-02,1506,30.01.–01.02.,34,28,8,6,8,12,NA
BT03170204P,Verian,2017-02-04,2233,26.01.–02.02.,33,29,8,6,8,11,NA
BT02170208T,Forsa,2017-02-08,2501,30.01.–03.02.,34,31,8,5,8,10,NA
BT03170211Q,Verian,2017-02-11,1966,02.02.–08.02.,33,32,7,6,8,10,NA
BT02170215U,Forsa,2017-02-15,2502,05.02.–10.02.,34,31,7,5,8,9,NA
BT03170218R,Verian,2017-02-18,1885,09.02.–15.02.,32,33,7,6,8,9,NA
BT02170222V,Forsa,2017-02-22,2502,13.02.–17.02.,34,31,7,6,8,8,NA
BT01170223S,Infratest dimap,2017-02-23,1047,20.02.–22.02.,31,32,8,6,7,11,NA
BT03170225S,Verian,2017-02-25,1880,16.02.–22.02.,32,32,7,7,8,9,NA
BT02170301W,Forsa,2017-03-01,2500,20.02.–24.02.,33,31,8,7,7,9,NA
BT03170304T,Verian,2017-03-04,1403,23.02.–01.03.,33,32,7,6,8,10,NA
BT02170308X,Forsa,2017-03-08,2502,27.02.–03.03.,33,32,8,6,7,8,NA
BT01170309T,Infratest dimap,2017-03-09,1502,06.03.–08.03.,32,31,8,6,8,11,NA
BT03170311U,Verian,2017-03-11,1882,02.03.–08.03.,33,33,7,6,8,8,NA
BT02170315Y,Forsa,2017-03-15,2505,06.03.–10.03.,33,32,7,6,7,9,NA
BT03170318V,Verian,2017-03-18,1832,09.03.–15.03.,33,32,8,5,8,9,NA
BT02170322A,Forsa,2017-03-22,2504,13.03.–17.03.,34,31,7,6,7,9,NA
BT01170323U,Infratest dimap,2017-03-23,1023,20.03.–22.03.,32,32,8,6,7,11,NA
BT03170325W,Verian,2017-03-25,2450,16.03.–22.03.,33,33,8,5,8,9,NA
BT02170329B,Forsa,2017-03-29,2501,20.03.–24.03.,34,32,7,6,8,7,NA
BT03170401X,Verian,2017-04-01,2416,23.03.–29.03.,33,33,7,6,8,8,NA
BT02170404C,Forsa,2017-04-04,2504,27.03.–31.03.,36,29,7,5,9,8,NA
BT03170408Y,Verian,2017-04-08,1958,30.03.–05.04.,35,33,7,5,8,9,NA
BT02170411D,Forsa,2017-04-11,2502,03.04.–07.04.,36,30,7,6,8,8,NA
BT01170413V,Infratest dimap,2017-04-13,1502,10.04.–12.04.,34,31,8,6,7,11,NA
BT03170415A,Verian,2017-04-15,2436,06.04.–12.04.,35,31,7,6,9,9,NA
BT02170419E,Forsa,2017-04-19,2007,10.04.–13.04.,36,30,6,6,9,8,NA
BT01170420W,Infratest dimap,2017-04-20,934,18.04.–19.04.,35,30,7,6,8,10,NA
BT03170422B,Verian,2017-04-22,1412,13.04.–19.04.,36,31,6,5,9,9,NA
BT02170426F,Forsa,2017-04-26,2002,18.04.–21.04.,36,30,7,6,8,9,NA
BT03170429C,Verian,2017-04-29,2439,20.04.–26.04.,36,29,7,6,9,9,NA
BT02170503G,Forsa,2017-05-03,2502,24.04.–28.04.,36,28,8,7,8,8,NA
BT13170505D,YouGov,2017-05-05,1957,27.04.–02.05.,35,28,7,7,9,9,NA
BT03170506D,Verian,2017-05-06,1935,27.04.–03.05.,36,28,7,6,9,9,NA
BT02170510H,Forsa,2017-05-10,2004,02.05.–05.05.,36,29,7,7,8,7,NA
BT01170511X,Infratest dimap,2017-05-11,1500,08.05.–10.05.,37,27,8,8,7,10,NA
BT13170512E,YouGov,2017-05-12,2010,08.05.–11.05.,37,25,7,9,8,9,NA
BT03170513E,Verian,2017-05-13,1837,04.05.–10.05.,37,27,8,6,10,8,NA
BT02170517I,Forsa,2017-05-17,2506,08.05.–12.05.,38,26,7,8,8,7,NA
BT01170518Y,Infratest dimap,2017-05-18,1017,16.05.–17.05.,38,26,8,9,6,9,NA
BT13170519F,YouGov,2017-05-19,2000,15.05.–17.05.,38,25,7,9,9,9,NA
BT03170520F,Verian,2017-05-20,2413,11.05.–17.05.,38,26,7,7,9,8,NA
BT02170523J,Forsa,2017-05-23,2502,15.05.–19.05.,39,25,7,9,8,7,NA
BT03170527G,Verian,2017-05-27,1703,18.05.–23.05.,38,25,8,8,8,8,NA
BT02170531K,Forsa,2017-05-31,2001,22.05.–26.05.,38,25,7,9,8,7,NA
BT13170602G,YouGov,2017-06-02,2040,29.05.–31.05.,37,23,8,9,10,9,NA
BT03170603H,Verian,2017-06-03,1838,24.05.–31.05.,38,27,7,7,8,8,NA
BT02170607L,Forsa,2017-06-07,2501,29.05.–02.06.,39,24,8,8,8,7,NA
BT01170608A,Infratest dimap,2017-06-08,1503,06.06.–07.06.,38,24,7,10,8,9,NA
BT03170610I,Verian,2017-06-10,1398,01.06.–07.06.,39,25,8,7,9,8,NA
BT02170613M,Forsa,2017-06-13,2004,06.06.–09.06.,38,24,8,9,8,7,NA
BT01170615B,Infratest dimap,2017-06-15,1018,12.06.–13.06.,39,24,7,9,8,8,NA
BT03170617J,Verian,2017-06-17,2054,08.06.–13.06.,39,25,7,7,9,8,NA
BT02170621N,Forsa,2017-06-21,2505,12.06.–16.06.,39,23,8,8,10,7,NA
BT13170623H,YouGov,2017-06-23,1523,19.06.–22.06.,36,25,8,9,10,7,NA
BT03170624K,Verian,2017-06-24,1363,16.06.–21.06.,39,24,8,7,9,8,NA
BT02170628O,Forsa,2017-06-28,2502,19.06.–23.06.,40,23,9,7,9,7,NA
BT02170629P,Forsa,2017-06-29,1507,26.06.–28.06.,40,23,9,8,9,7,NA
BT13170629I,YouGov,2017-06-29,2000,26.06.–28.06.,38,25,8,8,9,8,NA
BT03170701L,Verian,2017-07-01,936,22.06.–24.06.,39,24,8,8,9,7,NA
BT02170705Q,Forsa,2017-07-05,2503,26.06.–30.06.,39,23,8,8,9,7,NA
BT01170706C,Infratest dimap,2017-07-06,1500,03.07.–05.07.,39,23,8,9,9,9,NA
BT03170708M,Verian,2017-07-08,1878,30.06.–05.07.,38,25,8,8,9,7,NA
BT02170711R,Forsa,2017-07-11,2501,03.07.–07.07.,39,22,8,8,9,8,NA
BT13170712J,YouGov,2017-07-12,1535,10.07.–12.07.,38,24,8,9,9,8,NA
BT03170715N,Verian,2017-07-15,1263,06.07.–12.07.,38,25,8,7,9,8,NA
BT02170719S,Forsa,2017-07-19,2502,10.07.–14.07.,40,22,8,8,9,7,NA
BT03170722O,Verian,2017-07-22,2349,13.07.–19.07.,38,25,8,8,9,8,NA
BT02170726T,Forsa,2017-07-26,2507,17.07.–21.07.,40,22,8,8,9,7,NA
BT01170727D,Infratest dimap,2017-07-27,1004,25.07.–26.07.,40,23,8,8,8,9,NA
BT13170727K,YouGov,2017-07-27,2000,21.07.–25.07.,38,25,7,9,9,8,NA
BT03170729P,Verian,2017-07-29,1921,20.07.–26.07.,38,24,8,8,9,9,NA
BT02170802U,Forsa,2017-08-02,2501,24.07.–28.07.,40,22,8,8,8,8,NA
BT13170803L,YouGov,2017-08-03,2000,28.07.–01.08.,37,25,7,9,9,8,NA
BT03170805Q,Verian,2017-08-05,2453,27.07.–02.08.,38,23,8,8,10,8,NA
BT02170809V,Forsa,2017-08-09,2503,31.07.–04.08.,40,23,8,7,8,8,NA
BT01170809E,Infratest dimap,2017-08-09,1505,04.08.–08.08.,39,24,8,8,9,8,NA
BT13170810M,YouGov,2017-08-10,1513,04.08.–08.08.,38,24,6,9,9,9,NA
BT03170812R,Verian,2017-08-12,1886,03.08.–09.08.,38,24,7,8,10,8,NA
BT02170816W,Forsa,2017-08-16,2507,07.08.–11.08.,39,23,8,8,9,8,NA
BT13170816N,YouGov,2017-08-16,1538,11.08.–15.08.,37,25,7,9,9,9,NA
BT03170819S,Verian,2017-08-19,1426,10.08.–16.08.,39,24,8,8,9,7,NA
BT02170823X,Forsa,2017-08-23,2501,14.08.–18.08.,38,24,7,8,9,9,NA
BT01170824F,Infratest dimap,2017-08-24,1035,22.08.–23.08.,38,22,8,9,9,10,NA
BT13170824O,YouGov,2017-08-24,1520,18.08.–22.08.,37,25,7,8,9,9,NA
BT03170826T,Verian,2017-08-26,1979,17.08.–23.08.,38,23,7,9,9,8,NA
BT02170830Y,Forsa,2017-08-30,2501,21.08.–25.08.,38,24,7,8,9,9,NA
BT13170830P,YouGov,2017-08-30,1557,25.08.–29.08.,36,25,7,7,10,10,NA
BT01170831G,Infratest dimap,2017-08-31,1411,28.08.–30.08.,37,23,8,8,9,11,NA
BT03170902U,Verian,2017-09-02,1889,24.08.–30.08.,38,24,8,8,9,8,NA
BT02170906A,Forsa,2017-09-06,2503,28.08.–01.09.,38,23,8,8,9,9,NA
BT13170906B,YouGov,2017-09-06,1617,04.09.–06.09.,34,24,7,9,9,11,NA
BT01170907H,Infratest dimap,2017-09-07,1503,04.09.–06.09.,37,21,8,9,10,11,NA
BT02170908B,Forsa,2017-09-08,2001,04.09.–07.09.,37,23,8,9,10,9,NA
BT03170909V,Verian,2017-09-09,1869,31.08.–06.09.,37,24,8,8,9,9,NA
BT02170913C,Forsa,2017-09-13,2505,04.09.–08.09.,37,23,8,8,10,9,NA
BT13170913C,YouGov,2017-09-13,1600,08.09.–12.09.,36,23,8,9,10,10,NA
BT01170914I,Infratest dimap,2017-09-14,1503,12.09.–13.09.,37,20,7.5,9.5,9,12,NA
BT03170916W,Verian,2017-09-16,1888,07.09.–13.09.,36,22,8,9,10,11,NA
BT02170919D,Forsa,2017-09-19,2501,11.09.–15.09.,36,23,8,9,10,9,NA
BT13170921D,YouGov,2017-09-21,1862,15.09.–19.09.,36,23,7,9,10,10,NA
BT03170922X,Verian,2017-09-22,1994,14.09.–21.09.,35,22,8,9,10,11,NA
BT02170922E,Forsa,2017-09-22,2006,18.09.–21.09.,36,22,7,9.5,9.5,11,NA
BT06170929K,Forschungsgruppe Wahlen,2017-09-29,1425,26.09.–28.09.,32,21,11,10,10,12,NA
BT03170930Y,Verian,2017-09-30,1038,25.09.–27.09.,33,21,10,11,10,12,NA
BT02171004F,Forsa,2017-10-04,2005,25.09.–29.09.,32,20,10,11,10,12,NA
BT03171007A,Verian,2017-10-07,1490,28.09.–04.10.,32,22,9,10,10,12,NA
BT02171011G,Forsa,2017-10-11,2001,02.10.–06.10.,32,20,11,11,9,12,NA
BT01171012J,Infratest dimap,2017-10-12,1506,09.10.–11.10.,32,20,10,11,10,11,NA
BT06171013L,Forschungsgruppe Wahlen,2017-10-13,1180,10.10.–12.10.,31,21,11,11,10,12,NA
BT03171014B,Verian,2017-10-14,1960,05.10.–11.10.,31,21,10,11,10,12,NA
BT02171018H,Forsa,2017-10-18,2501,09.10.–13.10.,32,20,11,11,9,12,NA
BT04171019L,GMS,2017-10-19,1005,12.10.–18.10.,31,21,9,12,10,13,NA
BT01171020K,Infratest dimap,2017-10-20,1026,16.10.–18.10.,31,21,11,12,9,12,NA
BT03171021C,Verian,2017-10-21,2304,12.10.–18.10.,32,21,10,11,9,12,NA
BT09171025X,Allensbach,2017-10-25,1454,07.10.–19.10.,33,20.5,9.5,12,9,12,NA
BT02171025I,Forsa,2017-10-25,2503,16.10.–20.10.,31,22,10,11,10,11,NA
BT06171027M,Forschungsgruppe Wahlen,2017-10-27,1325,24.10.–26.10.,33,21,11,10,9,12,NA
BT03171028D,Verian,2017-10-28,2296,19.10.–25.10.,31,22,10,11,9,12,NA
BT02171101J,Forsa,2017-11-01,2500,23.10.–27.10.,33,20,11,11,9,11,NA
BT03171104E,Verian,2017-11-04,1476,26.10.–30.10.,31,21,11,10,10,12,NA
BT02171106K,Forsa,2017-11-06,2005,30.10.–03.11.,32,21,10,11,9,12,NA
BT01171109L,Infratest dimap,2017-11-09,1505,06.11.–08.11.,30,21,11,12,9,13,NA
BT03171111F,Verian,2017-11-11,1392,02.11.–08.11.,30,22,10,11,10,13,NA
BT02171113L,Forsa,2017-11-13,2506,06.11.–10.11.,32,20,10,12,9,12,NA
BT01171116M,Infratest dimap,2017-11-16,1382,10.11.–15.11.,31,21,11,11,10,12,NA
BT06171117N,Forschungsgruppe Wahlen,2017-11-17,1303,14.11.–16.11.,33,21,12,10,9,11,NA
BT03171118G,Verian,2017-11-18,1842,09.11.–15.11.,31,21,11,10,9,13,NA
BT02171120N,Forsa,2017-11-20,1789,20.11.,31,21,12,10,9,12,NA
BT02171120M,Forsa,2017-11-20,2505,13.11.–17.11.,32,20,11,12,8,12,NA
BT01171120N,Infratest dimap,2017-11-20,1011,20.11.,32,22,11,10,10,11,NA
BT03171125H,Verian,2017-11-25,1225,20.11.–23.11.,33,22,10,9,10,11,NA
BT02171127O,Forsa,2017-11-27,2508,20.11.–24.11.,33,19,12,10,9,11,NA
BT13171129E,YouGov,2017-11-29,1570,24.11.–28.11.,32,21,10,9,10,13,NA
BT09171130Y,Allensbach,2017-11-30,1299,22.11.–27.11.,33,21.5,11,10,9,11,NA
BT03171202I,Verian,2017-12-02,1888,23.11.–29.11.,33,21,10,9,10,12,NA
BT02171204P,Forsa,2017-12-04,2502,27.11.–01.12.,34,20,13,8,9,10,NA
BT04171204M,GMS,2017-12-04,1010,28.11.–01.12.,32,21,10,10,10,13,NA
BT01171207O,Infratest dimap,2017-12-07,1504,04.12.–06.12.,32,21,11,9,10,13,NA
BT06171208O,Forschungsgruppe Wahlen,2017-12-08,1353,05.12.–07.12.,32,23,12,8,9,12,NA
BT03171209J,Verian,2017-12-09,1880,30.11.–06.12.,33,21,11,9,10,12,NA
BT02171210R,Forsa,2017-12-10,1566,09.12.–10.12.,34,20,12,8,9,11,NA
BT02171210Q,Forsa,2017-12-10,2500,04.12.–08.12.,34,20,12,8,9,11,NA
BT01171214P,Infratest dimap,2017-12-14,1029,11.12.–13.12.,32,20,12,9,9,13,NA
BT03171216K,Verian,2017-12-16,1865,07.12.–13.12.,32,22,11,8,9,13,NA
BT02171216S,Forsa,2017-12-16,2501,11.12.–15.12.,33,20,12,8,10,12,NA
BT09171221A,Allensbach,2017-12-21,1443,01.12.–14.12.,34,21,11.5,10,9,11,NA
BT03171223L,Verian,2017-12-23,1861,14.12.–20.12.,33,21,11,8,10,12,NA
BT02171227T,Forsa,2017-12-27,2504,18.12.–22.12.,34,19,12,8,10,12,NA
BT13171228G,YouGov,2017-12-28,1489,25.12.–27.12.,33,21,10,9,10,13,NA
BT04180103N,GMS,2018-01-03,1005,27.12.–02.01.,32,20,11,9,10,14,NA
BT01180104Q,Infratest dimap,2018-01-04,1506,02.01.–03.01.,33,21,11,9,9,13,NA
BT03180106M,Verian,2018-01-06,1440,21.12.–03.01.,33,20,12,9,9,12,NA
BT02180107U,Forsa,2018-01-07,2003,02.01.–05.01.,34,20,12,9,9,10,NA
BT03180113N,Verian,2018-01-13,1899,04.01.–10.01.,34,21,11,8,9,13,NA
BT02180115V,Forsa,2018-01-15,2501,08.01.–12.01.,33,20,12,9,9,11,NA
BT02180118W,Forsa,2018-01-18,1504,15.01.–17.01.,34,18,12,8,10,12,NA
BT06180119P,Forschungsgruppe Wahlen,2018-01-19,1332,16.01.–18.01.,33,20,12,8,10,12,NA
BT03180120O,Verian,2018-01-20,1419,11.01.–17.01.,33,21,10,8,10,13,NA
BT02180121X,Forsa,2018-01-21,2501,15.01.–19.01.,34,18,12,8,10,12,NA
BT02180122Y,Forsa,2018-01-22,1282,22.01.,34,17,12,8,11,13,NA
BT09180125B,Allensbach,2018-01-25,1221,05.01.–18.01.,34,21,10.5,10,8.5,12,NA
BT01180125R,Infratest dimap,2018-01-25,1043,22.01.–24.01.,33,19,11,10,10,12,NA
BT13180125H,YouGov,2018-01-25,1566,19.01.–23.01.,34,19,10,8,11,14,NA
BT03180127P,Verian,2018-01-27,1513,18.01.–24.01.,34,20,11,8,10,12,NA
BT02180129A,Forsa,2018-01-29,2505,22.01.–26.01.,34,18,12,9,10,12,NA
BT01180201S,Infratest dimap,2018-02-01,1502,29.01.–31.01.,33,18,11,10,11,14,NA
BT06180202Q,Forschungsgruppe Wahlen,2018-02-02,1302,30.01.–01.02.,31,19,14,7,11,14,NA
BT03180203Q,Verian,2018-02-03,1247,25.01.–31.01.,33,20,11,9,10,13,NA
BT02180205B,Forsa,2018-02-05,2507,29.01.–02.02.,33,18,13,9,9,13,NA
BT04180208O,GMS,2018-02-08,1007,01.02.–07.02.,32,18,13,9,9,14,NA
BT02180209C,Forsa,2018-02-09,1003,07.02.–08.02.,31,18,13,10,10,13,NA
BT03180210R,Verian,2018-02-10,1226,01.02.–07.02.,34,20,11,9,9,12,NA
BT01180215T,Infratest dimap,2018-02-15,1001,13.02.–15.02.,33,16,13,9,11,15,NA
BT03180217S,Verian,2018-02-17,1478,08.02.–14.02.,33,19,11,9,10,14,NA
BT02180217D,Forsa,2018-02-17,2501,12.02.–16.02.,34,16,13,9,10,13,NA
BT01180222U,Infratest dimap,2018-02-22,1052,20.02.–21.02.,34,17,12,9,10,14,NA
BT09180223C,Allensbach,2018-02-23,1271,02.02.–15.02.,32,17.5,12,11,9.5,13,NA
BT06180223R,Forschungsgruppe Wahlen,2018-02-23,1360,20.02.–22.02.,33,17,12,8,11,14,NA
BT03180224T,Verian,2018-02-24,1985,15.02.–21.02.,33,17,11,10,11,15,NA
BT02180224E,Forsa,2018-02-24,2506,19.02.–23.02.,35,18,12,9,9,13,NA
BT13180228I,YouGov,2018-02-28,1585,26.02.–28.02.,32,16,12,8,12,16,NA
BT01180301V,Infratest dimap,2018-03-01,1502,26.02.–28.02.,34,18,11,9,9,15,NA
BT03180303U,Verian,2018-03-03,1890,22.02.–28.02.,33,16,12,9,11,15,NA
BT02180303F,Forsa,2018-03-03,2505,26.02.–02.03.,35,18,12,9,9,13,NA
BT02180305G,Forsa,2018-03-05,1502,04.03.–05.03.,34,19,12,9,9,13,NA
BT03180310V,Verian,2018-03-10,1869,01.03.–07.03.,33,19,12,8,10,13,NA
BT02180311H,Forsa,2018-03-11,2507,05.03.–09.03.,34,18,13,9,10,12,NA
BT06180316S,Forschungsgruppe Wahlen,2018-03-16,1214,13.03.–15.03.,32,19,12,9,11,13,NA
BT03180317W,Verian,2018-03-17,1959,08.03.–14.03.,33,19,11,9,10,14,NA
BT02180317I,Forsa,2018-03-17,2502,12.03.–16.03.,34,19,11,8,10,13,NA
BT09180321D,Allensbach,2018-03-21,1256,02.03.–15.03.,34,19,11,10,10,12.5,NA
BT04180322P,GMS,2018-03-22,1003,16.03.–21.03.,33,18,11,10,10,13,NA
BT01180322W,Infratest dimap,2018-03-22,1038,20.03.–21.03.,33,19,12,9,10,13,NA
BT03180324X,Verian,2018-03-24,1972,15.03.–21.03.,34,18,12,9,10,13,NA
BT02180324J,Forsa,2018-03-24,2502,19.03.–23.03.,31,19,12,9,11,14,NA
BT13180328J,YouGov,2018-03-28,1579,23.03.–27.03.,34,17,11,8,11,15,NA
BT03180331Y,Verian,2018-03-31,1982,22.03.–28.03.,34,18,12,8,11,12,NA
BT02180331K,Forsa,2018-03-31,2003,26.03.–29.03.,33,18,12,9,10,13,NA
BT01180405X,Infratest dimap,2018-04-05,1503,03.04.–04.04.,33,18,12,9,10,14,NA
BT03180407A,Verian,2018-04-07,1414,29.03.–05.04.,34,17,12,8,11,13,NA
BT02180407L,Forsa,2018-04-07,2005,03.04.–06.04.,32,20,11,9,10,13,NA
BT06180413T,Forschungsgruppe Wahlen,2018-04-13,1159,10.04.–12.04.,33,19,14,8,9,13,NA
BT03180414B,Verian,2018-04-14,1786,05.04.–11.04.,33,18,11,9,11,14,NA
BT02180414M,Forsa,2018-04-14,2506,09.04.–13.04.,34,19,12,9,10,12,NA
BT01180419Y,Infratest dimap,2018-04-19,1039,16.04.–18.04.,32,17,12,10,10,15,NA
BT03180421C,Verian,2018-04-21,2437,12.04.–18.04.,33,18,12,9,11,13,NA
BT02180423N,Forsa,2018-04-23,2503,16.04.–20.04.,34,18,13,9,10,12,NA
BT09180425E,Allensbach,2018-04-25,1279,03.04.–17.04.,34,20.5,11,10,9,12,NA
BT13180425K,YouGov,2018-04-25,1573,20.04.–24.04.,32,18,12,9,10,15,NA
BT06180427U,Forschungsgruppe Wahlen,2018-04-27,1285,24.04.–26.04.,34,20,13,7,10,13,NA
BT04180427Q,GMS,2018-04-27,1005,20.04.–26.04.,33,17,12,9,11,13,NA
BT03180428D,Verian,2018-04-28,2350,19.04.–25.04.,32,18,12,9,11,14,NA
BT02180428O,Forsa,2018-04-28,2507,23.04.–27.04.,34,17,13,9,10,12,NA
BT03180505E,Verian,2018-05-05,1507,26.04.–02.05.,34,17,12,8,10,14,NA
BT02180505P,Forsa,2018-05-05,2003,30.04.–04.05.,34,18,11,9,10,13,NA
BT01180509A,Infratest dimap,2018-05-09,1507,07.05.–08.05.,32,18,13,8,9,15,NA
BT03180512F,Verian,2018-05-12,1489,03.05.–08.05.,33,17,12,9,10,14,NA
BT02180512Q,Forsa,2018-05-12,2004,07.05.–11.05.,34,17,13,8,10,13,NA
BT09180517F,Allensbach,2018-05-17,1253,24.04.–08.05.,34,20,11,9,10,11.5,NA
BT04180517R,GMS,2018-05-17,1003,11.05.–16.05.,34,16,12,9,10,14,NA
BT01180517B,Infratest dimap,2018-05-17,1009,14.05.–16.05.,33,17,13,8,10,14,NA
BT06180518V,Forschungsgruppe Wahlen,2018-05-18,1200,15.05.–17.05.,34,20,12,8,9,14,NA
BT03180519G,Verian,2018-05-19,2030,09.05.–16.05.,33,17,13,9,10,14,NA
BT02180519R,Forsa,2018-05-19,2502,14.05.–18.05.,33,18,12,9,9,13,NA
BT03180526H,Verian,2018-05-26,1946,17.05.–23.05.,33,17,13,8,11,14,NA
BT02180527S,Forsa,2018-05-27,2002,22.05.–25.05.,33,18,13,8,10,13,NA
BT13180530L,YouGov,2018-05-30,1556,25.05.–29.05.,33,17,11,9,11,16,NA
BT03180602I,Verian,2018-06-02,1397,24.05.–29.05.,32,18,13,7,11,15,NA
BT02180602T,Forsa,2018-06-02,2506,28.05.–01.06.,34,18,12,8,10,13,NA
BT06180608W,Forschungsgruppe Wahlen,2018-06-08,1284,05.06.–07.06.,33,20,13,8,10,13,NA
BT03180609J,Verian,2018-06-09,1950,30.05.–06.06.,32,19,12,8,11,14,NA
BT02180609U,Forsa,2018-06-09,2504,04.06.–08.06.,33,18,12,9,10,13,NA
BT01180614C,Infratest dimap,2018-06-14,1506,11.06.–13.06.,31,18,13,8,10,15,NA
BT03180616K,Verian,2018-06-16,2310,07.06.–13.06.,33,18,11,8,11,15,NA
BT02180616W,Forsa,2018-06-16,1001,14.06.–15.06.,30,16,14,10,9,15,NA
BT02180616V,Forsa,2018-06-16,1501,11.06.–13.06.,34,18,12,9,8,13,NA
BT09180620G,Allensbach,2018-06-20,1279,01.06.–13.06.,33,21,11,9.5,9.5,13,NA
BT03180623L,Verian,2018-06-23,2336,14.06.–20.06.,31,18,12,9,10,16,NA
BT02180624X,Forsa,2018-06-24,2503,18.06.–22.06.,30,17,13,9,10,15,NA
BT01180627D,Infratest dimap,2018-06-27,1025,25.06.–26.06.,32,19,13,8,9,14,NA
BT13180627M,YouGov,2018-06-27,1525,22.06.–26.06.,30,17,12,10,11,16,NA
BT06180629X,Forschungsgruppe Wahlen,2018-06-29,1290,25.06.–28.06.,32,18,14,9,10,14,NA
BT03180630M,Verian,2018-06-30,1954,21.06.–28.06.,32,19,12,9,9,14,NA
BT02180630Y,Forsa,2018-06-30,2508,25.06.–29.06.,31,17,12,10,10,15,NA
BT01180705E,Infratest dimap,2018-07-05,1505,03.07.–04.07.,30,18,14,8,9,16,NA
BT03180707N,Verian,2018-07-07,1894,28.06.–04.07.,30,17,12,9,9,17,NA
BT02180707A,Forsa,2018-07-07,2502,02.07.–06.07.,30,17,13,10,9,16,NA
BT04180712S,GMS,2018-07-12,1006,05.07.–11.07.,30,17,12,9,10,17,NA
BT06180713Y,Forschungsgruppe Wahlen,2018-07-13,1340,09.07.–12.07.,31,18,14,7,11,15,NA
BT03180714O,Verian,2018-07-14,2368,05.07.–11.07.,30,18,12,9,10,16,NA
BT02180714B,Forsa,2018-07-14,2505,09.07.–13.07.,31,17,13,9,9,16,NA
BT09180717H,Allensbach,2018-07-17,1295,01.07.–12.07.,30.5,20,12,9.5,9,15,NA
BT03180721P,Verian,2018-07-21,2476,12.07.–18.07.,30,19,12,9,10,15,NA
BT02180721C,Forsa,2018-07-21,2505,16.07.–20.07.,31,18,13,8,10,15,NA
BT13180725N,YouGov,2018-07-25,1520,20.07.–24.07.,30,17,12,9,11,17,NA
BT01180726F,Infratest dimap,2018-07-26,1047,24.07.–25.07.,30,18,15,8,8,16,NA
BT03180728Q,Verian,2018-07-28,2001,19.07.–25.07.,29,18,14,9,10,15,NA
BT02180728D,Forsa,2018-07-28,2505,23.07.–27.07.,32,18,13,9,9,14,NA
BT04180801T,GMS,2018-08-01,1005,25.07.–31.07.,30,17,13,10,10,16,NA
BT01180802G,Infratest dimap,2018-08-02,1508,30.07.–01.08.,29,18,15,7,9,17,NA
BT03180804R,Verian,2018-08-04,2478,26.07.–01.08.,30,18,15,8,9,15,NA
BT02180804E,Forsa,2018-08-04,2508,30.07.–03.08.,31,18,13,10,9,14,NA
BT06180810A,Forschungsgruppe Wahlen,2018-08-10,1294,07.08.–09.08.,31,18,15,8,9,16,NA
BT03180811S,Verian,2018-08-11,2502,02.08.–08.08.,31,17,15,8,10,14,NA
BT02180811F,Forsa,2018-08-11,2505,06.08.–10.08.,30,18,15,10,9,14,NA
BT09180815I,Allensbach,2018-08-15,1295,27.07.–09.08.,31,20,12.5,9,9,14.5,NA
BT03180818T,Verian,2018-08-18,2942,09.08.–15.08.,30,17,15,9,9,15,NA
BT02180818G,Forsa,2018-08-18,2503,13.08.–17.08.,30,18,15,9,10,14,NA
BT01180823H,Infratest dimap,2018-08-23,1047,20.08.–22.08.,29,18,14,8,9,17,NA
BT03180825U,Verian,2018-08-25,1891,16.08.–22.08.,30,18,15,9,9,14,NA
BT02180825H,Forsa,2018-08-25,2502,20.08.–24.08.,30,18,15,8,10,14,NA
BT13180830O,YouGov,2018-08-30,1538,24.08.–28.08.,28,17,13,9,11,17,NA
BT06180831B,Forschungsgruppe Wahlen,2018-08-31,1216,28.08.–30.08.,31,18,14,8,8,17,NA
BT03180901V,Verian,2018-09-01,2390,23.08.–29.08.,30,19,14,9,9,15,NA
BT02180901I,Forsa,2018-09-01,2503,27.08.–31.08.,30,17,16,8,8,16,NA
BT01180906I,Infratest dimap,2018-09-06,1502,03.09.–05.09.,29,18,14,8,10,16,NA
BT03180908W,Verian,2018-09-08,2472,30.08.–05.09.,29,17,14,9,10,15,NA
BT02180908J,Forsa,2018-09-08,2507,03.09.–07.09.,31,16,15,9,10,14,NA
BT04180911U,GMS,2018-09-11,1003,04.09.–10.09.,29,17,14,9,9,16,NA
